State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cotton(lint),206374,1075856
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cowpea(Lobia),8,3
Andhra Pradesh,GUNTUR,2014,Kharif     ,Dry chillies,61140,398021
Andhra Pradesh,GUNTUR,2014,Kharif     ,Groundnut,804,1298
Andhra Pradesh,GUNTUR,2014,Kharif     ,Jowar,32,48
Andhra Pradesh,GUNTUR,2014,Kharif     ,Lemon,2147,37512
Andhra Pradesh,GUNTUR,2014,Kharif     ,Maize,367,1215
Andhra Pradesh,GUNTUR,2014,Kharif     ,Mango,789,6592
Andhra Pradesh,GUNTUR,2014,Kharif     ,Moong(Green Gram),177,52
Andhra Pradesh,GUNTUR,2014,Kharif     ,Onion,408,7491
Andhra Pradesh,GUNTUR,2014,Kharif     ,other oilseeds,7,150
Andhra Pradesh,GUNTUR,2014,Kharif     ,Papaya,176,13856
Andhra Pradesh,GUNTUR,2014,Kharif     ,Rice,255607,1000190
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sapota,1386,10826
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sesamum,1483,449
Andhra Pradesh,GUNTUR,2014,Kharif     ,Soyabean,439,1277
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sugarcane,470,46102
Andhra Pradesh,GUNTUR,2014,Kharif     ,Tomato,462,6642
Andhra Pradesh,GUNTUR,2014,Kharif     ,Turmeric,4854,38817
Andhra Pradesh,GUNTUR,2014,Kharif     ,Urad,1057,1517
Andhra Pradesh,GUNTUR,2014,Rabi       ,Arhar/Tur,193,301
Andhra Pradesh,GUNTUR,2014,Rabi       ,Bajra,62,68
Andhra Pradesh,GUNTUR,2014,Rabi       ,Brinjal,532,12483
Andhra Pradesh,GUNTUR,2014,Rabi       ,Cabbage,29,357
Andhra Pradesh,GUNTUR,2014,Rabi       ,Castor seed,11,16
Andhra Pradesh,GUNTUR,2014,Rabi       ,Cotton(lint),22,115
Andhra Pradesh,GUNTUR,2014,Rabi       ,Dry chillies,2078,10500
Andhra Pradesh,GUNTUR,2014,Rabi       ,Gram,5945,13691
Andhra Pradesh,GUNTUR,2014,Rabi       ,Groundnut,3839,19771
Andhra Pradesh,GUNTUR,2014,Rabi       ,Jowar,21907,150983
Andhra Pradesh,GUNTUR,2014,Rabi       ,Maize,63701,611020
Andhra Pradesh,GUNTUR,2014,Rabi       ,Moong(Green Gram),47589,61199
Andhra Pradesh,GUNTUR,2014,Rabi       ,Onion,40,707
Andhra Pradesh,GUNTUR,2014,Rabi       ,Ragi,400,595
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rapeseed &Mustard,330,8
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rice,29695,111742
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sesamum,1380,261
Andhra Pradesh,GUNTUR,2014,Rabi       ,Soyabean,4,12
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sunflower,86,83
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sweet potato,9,99
Andhra Pradesh,GUNTUR,2014,Rabi       ,Tobacco,4991,14559
Andhra Pradesh,GUNTUR,2014,Rabi       ,Tomato,524,7100
Andhra Pradesh,GUNTUR,2014,Rabi       ,Urad,30401,31799
Andhra Pradesh,GUNTUR,2014,Whole Year ,Coconut ,112,2428000
Andhra Pradesh,GUNTUR,2014,Whole Year ,Rice,285302,1111932
Andhra Pradesh,KADAPA,1997,Kharif     ,Arhar/Tur,5700,1400
Andhra Pradesh,KADAPA,1997,Kharif     ,Bajra,2000,2400
Andhra Pradesh,KADAPA,1997,Kharif     ,Castor seed,400,100
Andhra Pradesh,KADAPA,1997,Kharif     ,Cotton(lint),13400,17400
Andhra Pradesh,KADAPA,1997,Kharif     ,Dry chillies,3300,4400
Andhra Pradesh,KADAPA,1997,Kharif     ,Groundnut,103900,47600
Andhra Pradesh,KADAPA,1997,Kharif     ,Horse-gram,200,100
Andhra Pradesh,KADAPA,1997,Kharif     ,Jowar,7300,8100
Andhra Pradesh,KADAPA,1997,Kharif     ,Korra,400,300
Andhra Pradesh,KADAPA,1997,Kharif     ,Maize,200,100
Andhra Pradesh,KADAPA,1997,Kharif     ,Moong(Green Gram),200,100
Andhra Pradesh,KADAPA,1997,Kharif     ,Ragi,100,100
Andhra Pradesh,KADAPA,1997,Kharif     ,Rice,47700,77500
Andhra Pradesh,KADAPA,1997,Kharif     ,Sesamum,3200,700
Andhra Pradesh,KADAPA,1997,Kharif     ,Sugarcane,200,19300
Andhra Pradesh,KADAPA,1997,Kharif     ,Sunflower,51500,27400
Andhra Pradesh,KADAPA,1997,Kharif     ,Tobacco,600,600
Andhra Pradesh,KADAPA,1997,Rabi       ,Dry chillies,200,200
Andhra Pradesh,KADAPA,1997,Rabi       ,Gram,14200,7000
Andhra Pradesh,KADAPA,1997,Rabi       ,Groundnut,26400,32000
Andhra Pradesh,KADAPA,1997,Rabi       ,Horse-gram,300,100
Andhra Pradesh,KADAPA,1997,Rabi       ,Jowar,3000,2600
Andhra Pradesh,KADAPA,1997,Rabi       ,Ragi,800,1300
Andhra Pradesh,KADAPA,1997,Rabi       ,Rice,13000,27700
Andhra Pradesh,KADAPA,1997,Rabi       ,Sunflower,3300,700
Andhra Pradesh,KADAPA,1997,Rabi       ,Urad,200,100
Andhra Pradesh,KADAPA,1998,Kharif     ,Arhar/Tur,7600,4400
Andhra Pradesh,KADAPA,1998,Kharif     ,Bajra,3000,6000
Andhra Pradesh,KADAPA,1998,Kharif     ,Castor seed,1000,300
Andhra Pradesh,KADAPA,1998,Kharif     ,Cotton(lint),24800,22900
Andhra Pradesh,KADAPA,1998,Kharif     ,Dry chillies,4700,7200
Andhra Pradesh,KADAPA,1998,Kharif     ,Gram,100,100
Andhra Pradesh,KADAPA,1998,Kharif     ,Groundnut,132300,109500
Andhra Pradesh,KADAPA,1998,Kharif     ,Horse-gram,300,100
Andhra Pradesh,KADAPA,1998,Kharif     ,Jowar,6700,5400
Andhra Pradesh,KADAPA,1998,Kharif     ,Korra,600,300
Andhra Pradesh,KADAPA,1998,Kharif     ,Maize,100,100
Andhra Pradesh,KADAPA,1998,Kharif     ,Moong(Green Gram),600,300
Andhra Pradesh,KADAPA,1998,Kharif     ,Ragi,100,100
Andhra Pradesh,KADAPA,1998,Kharif     ,Rice,59200,169800
Andhra Pradesh,KADAPA,1998,Kharif     ,Sesamum,4200,800
Andhra Pradesh,KADAPA,1998,Kharif     ,Sunflower,56100,43200
Andhra Pradesh,KADAPA,1998,Rabi       ,Bajra,500,900
Andhra Pradesh,KADAPA,1998,Rabi       ,Dry chillies,300,500
Andhra Pradesh,KADAPA,1998,Rabi       ,Gram,17400,26600
Andhra Pradesh,KADAPA,1998,Rabi       ,Groundnut,32000,59000
Andhra Pradesh,KADAPA,1998,Rabi       ,Horse-gram,400,200
Andhra Pradesh,KADAPA,1998,Rabi       ,Jowar,1600,1800
Andhra Pradesh,KADAPA,1998,Rabi       ,Ragi,600,1100
Andhra Pradesh,KADAPA,1998,Rabi       ,Rice,17000,41600
Andhra Pradesh,KADAPA,1998,Rabi       ,Sesamum,500,100
Andhra Pradesh,KADAPA,1998,Rabi       ,Sunflower,14500,3600
Andhra Pradesh,KADAPA,1998,Rabi       ,Urad,200,200
Andhra Pradesh,KADAPA,1998,Rabi       ,Wheat,100,
Andhra Pradesh,KADAPA,1998,Whole Year ,Sugarcane,400,38200
Andhra Pradesh,KADAPA,1998,Whole Year ,Tobacco,1100,900
Andhra Pradesh,KADAPA,1999,Kharif     ,Bajra,3478,3537
Andhra Pradesh,KADAPA,1999,Kharif     ,Castor seed,3451,652
Andhra Pradesh,KADAPA,1999,Kharif     ,Cotton(lint),25038,27836
Andhra Pradesh,KADAPA,1999,Kharif     ,Groundnut,133978,34700
Andhra Pradesh,KADAPA,1999,Kharif     ,Horse-gram,387,178
Andhra Pradesh,KADAPA,1999,Kharif     ,Jowar,7866,6293
Andhra Pradesh,KADAPA,1999,Kharif     ,Maize,104,295
Andhra Pradesh,KADAPA,1999,Kharif     ,Masoor,12186,3705
Andhra Pradesh,KADAPA,1999,Kharif     ,Moong(Green Gram),370,263
Andhra Pradesh,KADAPA,1999,Kharif     ,Ragi,64,76
Andhra Pradesh,KADAPA,1999,Kharif     ,Rice,54783,134484
Andhra Pradesh,KADAPA,1999,Kharif     ,Sesamum,480,116
Andhra Pradesh,KADAPA,1999,Kharif     ,Sunflower,46967,29642
Andhra Pradesh,KADAPA,1999,Kharif     ,Urad,55,34
Andhra Pradesh,KADAPA,1999,Rabi       ,Bajra,777,790
Andhra Pradesh,KADAPA,1999,Rabi       ,Gram,22263,15651
Andhra Pradesh,KADAPA,1999,Rabi       ,Groundnut,25822,40308
Andhra Pradesh,KADAPA,1999,Rabi       ,Horse-gram,199,61
Andhra Pradesh,KADAPA,1999,Rabi       ,Jowar,5374,5481
Andhra Pradesh,KADAPA,1999,Rabi       ,Maize,11,53
Andhra Pradesh,KADAPA,1999,Rabi       ,Masoor,88,27
Andhra Pradesh,KADAPA,1999,Rabi       ,Moong(Green Gram),257,66
Andhra Pradesh,KADAPA,1999,Rabi       ,Ragi,948,1814
Andhra Pradesh,KADAPA,1999,Rabi       ,Rapeseed &Mustard,14,3
Andhra Pradesh,KADAPA,1999,Rabi       ,Rice,6828,12921
Andhra Pradesh,KADAPA,1999,Rabi       ,Sesamum,4267,981
Andhra Pradesh,KADAPA,1999,Rabi       ,Urad,507,335
Andhra Pradesh,KADAPA,1999,Rabi       ,Wheat,163,109
Andhra Pradesh,KADAPA,1999,Whole Year ,Dry chillies,6246,8282
Andhra Pradesh,KADAPA,1999,Whole Year ,Onion,4618,41792
Andhra Pradesh,KADAPA,1999,Whole Year ,Sugarcane,425,40844
Andhra Pradesh,KADAPA,2000,Kharif     ,Arhar/Tur,15189,8369
Andhra Pradesh,KADAPA,2000,Kharif     ,Bajra,7329,10385
Andhra Pradesh,KADAPA,2000,Kharif     ,Castor seed,7167,2178
Andhra Pradesh,KADAPA,2000,Kharif     ,Cotton(lint),30687,41157
Andhra Pradesh,KADAPA,2000,Kharif     ,Dry chillies,4753,7015
Andhra Pradesh,KADAPA,2000,Kharif     ,Groundnut,150521,174153
Andhra Pradesh,KADAPA,2000,Kharif     ,Horse-gram,394,200
Andhra Pradesh,KADAPA,2000,Kharif     ,Jowar,7798,13132
Andhra Pradesh,KADAPA,2000,Kharif     ,Korra,254,177
Andhra Pradesh,KADAPA,2000,Kharif     ,Maize,104,271
Andhra Pradesh,KADAPA,2000,Kharif     ,Mesta,3,26
Andhra Pradesh,KADAPA,2000,Kharif     ,Moong(Green Gram),741,329
Andhra Pradesh,KADAPA,2000,Kharif     ,Onion,2502,27610
Andhra Pradesh,KADAPA,2000,Kharif     ,Other Kharif pulses,722,122
Andhra Pradesh,KADAPA,2000,Kharif     ,other misc. pulses,33,8
Andhra Pradesh,KADAPA,2000,Kharif     ,Ragi,93,150
Andhra Pradesh,KADAPA,2000,Kharif     ,Rice,60412,170120
Andhra Pradesh,KADAPA,2000,Kharif     ,Samai,2,1
Andhra Pradesh,KADAPA,2000,Kharif     ,Sesamum,390,90
Andhra Pradesh,KADAPA,2000,Kharif     ,Small millets,256,178
Andhra Pradesh,KADAPA,2000,Kharif     ,Sunflower,26671,31039
Andhra Pradesh,KADAPA,2000,Kharif     ,Urad,346,20
Andhra Pradesh,KADAPA,2000,Rabi       ,Arhar/Tur,168,93
Andhra Pradesh,KADAPA,2000,Rabi       ,Bajra,2350,3330
Andhra Pradesh,KADAPA,2000,Rabi       ,Dry chillies,293,335
Andhra Pradesh,KADAPA,2000,Rabi       ,Gram,30637,38541
Andhra Pradesh,KADAPA,2000,Rabi       ,Groundnut,26324,32589
Andhra Pradesh,KADAPA,2000,Rabi       ,Horse-gram,363,77
Andhra Pradesh,KADAPA,2000,Rabi       ,Jowar,3095,3729
Andhra Pradesh,KADAPA,2000,Rabi       ,Korra,82,57
Andhra Pradesh,KADAPA,2000,Rabi       ,Maize,51,275
Andhra Pradesh,KADAPA,2000,Rabi       ,Moong(Green Gram),69,23
Andhra Pradesh,KADAPA,2000,Rabi       ,Onion,483,13965
Andhra Pradesh,KADAPA,2000,Rabi       ,Ragi,909,1312
Andhra Pradesh,KADAPA,2000,Rabi       ,Rice,7426,6134
Andhra Pradesh,KADAPA,2000,Rabi       ,Safflower,4,1
Andhra Pradesh,KADAPA,2000,Rabi       ,Samai,2,1
Andhra Pradesh,KADAPA,2000,Rabi       ,Sesamum,3795,793
Andhra Pradesh,KADAPA,2000,Rabi       ,Small millets,84,58
Andhra Pradesh,KADAPA,2000,Rabi       ,Urad,558,449
Andhra Pradesh,KADAPA,2000,Rabi       ,Wheat,117,67
Andhra Pradesh,KADAPA,2000,Whole Year ,Banana,3620,161828
Andhra Pradesh,KADAPA,2000,Whole Year ,Cashewnut,7,2
Andhra Pradesh,KADAPA,2000,Whole Year ,Coconut ,146,625240
Andhra Pradesh,KADAPA,2000,Whole Year ,Coriander,17799,6336
Andhra Pradesh,KADAPA,2000,Whole Year ,Sugarcane,356,32880
Andhra Pradesh,KADAPA,2000,Whole Year ,Sweet potato,46,622
Andhra Pradesh,KADAPA,2000,Whole Year ,Tobacco,113,145
Andhra Pradesh,KADAPA,2000,Whole Year ,Turmeric,3574,24889
Andhra Pradesh,KADAPA,2001,Kharif     ,Arhar/Tur,12059,7139
Andhra Pradesh,KADAPA,2001,Kharif     ,Bajra,1395,2514
Andhra Pradesh,KADAPA,2001,Kharif     ,Castor seed,3474,978
Andhra Pradesh,KADAPA,2001,Kharif     ,Cotton(lint),21579,23356
Andhra Pradesh,KADAPA,2001,Kharif     ,Dry chillies,5056,7316
Andhra Pradesh,KADAPA,2001,Kharif     ,Gram,1,1
Andhra Pradesh,KADAPA,2001,Kharif     ,Groundnut,119708,43693
Andhra Pradesh,KADAPA,2001,Kharif     ,Horse-gram,367,158
Andhra Pradesh,KADAPA,2001,Kharif     ,Jowar,2781,1460
Andhra Pradesh,KADAPA,2001,Kharif     ,Korra,246,180
Andhra Pradesh,KADAPA,2001,Kharif     ,Maize,53,142
Andhra Pradesh,KADAPA,2001,Kharif     ,Moong(Green Gram),153,74
Andhra Pradesh,KADAPA,2001,Kharif     ,Onion,2317,15902
Andhra Pradesh,KADAPA,2001,Kharif     ,Other Kharif pulses,842,116
Andhra Pradesh,KADAPA,2001,Kharif     ,Ragi,34,42
Andhra Pradesh,KADAPA,2001,Kharif     ,Rice,38218,96883
Andhra Pradesh,KADAPA,2001,Kharif     ,Samai,1,1
Andhra Pradesh,KADAPA,2001,Kharif     ,Sesamum,38,6
Andhra Pradesh,KADAPA,2001,Kharif     ,Small millets,247,181
Andhra Pradesh,KADAPA,2001,Kharif     ,Sunflower,42724,45269
Andhra Pradesh,KADAPA,2001,Kharif     ,Urad,824,297
Andhra Pradesh,KADAPA,2001,Rabi       ,Arhar/Tur,67,40
Andhra Pradesh,KADAPA,2001,Rabi       ,Bajra,1524,2746
Andhra Pradesh,KADAPA,2001,Rabi       ,Dry chillies,409,637
Andhra Pradesh,KADAPA,2001,Rabi       ,Gram,42871,54060
Andhra Pradesh,KADAPA,2001,Rabi       ,Groundnut,20282,34824
Andhra Pradesh,KADAPA,2001,Rabi       ,Horse-gram,625,338
Andhra Pradesh,KADAPA,2001,Rabi       ,Jowar,1513,690
Andhra Pradesh,KADAPA,2001,Rabi       ,Korra,55,40
Andhra Pradesh,KADAPA,2001,Rabi       ,Maize,31,201
Andhra Pradesh,KADAPA,2001,Rabi       ,Moong(Green Gram),18,5
Andhra Pradesh,KADAPA,2001,Rabi       ,Onion,637,9701
Andhra Pradesh,KADAPA,2001,Rabi       ,Other  Rabi pulses,1,1
Andhra Pradesh,KADAPA,2001,Rabi       ,Ragi,714,951
Andhra Pradesh,KADAPA,2001,Rabi       ,Rice,37550,98231
Andhra Pradesh,KADAPA,2001,Rabi       ,Samai,3,2
Andhra Pradesh,KADAPA,2001,Rabi       ,Sesamum,4240,2056
Andhra Pradesh,KADAPA,2001,Rabi       ,Small millets,58,42
Andhra Pradesh,KADAPA,2001,Rabi       ,Urad,1681,1143
Andhra Pradesh,KADAPA,2001,Rabi       ,Wheat,39,27
Andhra Pradesh,KADAPA,2001,Whole Year ,Banana,4074,132748
Andhra Pradesh,KADAPA,2001,Whole Year ,Cashewnut,7,2
Andhra Pradesh,KADAPA,2001,Whole Year ,Coconut ,148,530400
Andhra Pradesh,KADAPA,2001,Whole Year ,Coriander,16141,4567
Andhra Pradesh,KADAPA,2001,Whole Year ,Sugarcane,674,62755
Andhra Pradesh,KADAPA,2001,Whole Year ,Sweet potato,62,823
Andhra Pradesh,KADAPA,2001,Whole Year ,Tobacco,81,82
Andhra Pradesh,KADAPA,2001,Whole Year ,Turmeric,2470,12204
Andhra Pradesh,KADAPA,2002,Kharif     ,Arhar/Tur,15983,2605
Andhra Pradesh,KADAPA,2002,Kharif     ,Bajra,2866,2814
Andhra Pradesh,KADAPA,2002,Kharif     ,Castor seed,1013,206
Andhra Pradesh,KADAPA,2002,Kharif     ,Cotton(lint),11500,12921
Andhra Pradesh,KADAPA,2002,Kharif     ,Dry chillies,3839,5854
Andhra Pradesh,KADAPA,2002,Kharif     ,Gram,2,1
Andhra Pradesh,KADAPA,2002,Kharif     ,Groundnut,87896,11778
Andhra Pradesh,KADAPA,2002,Kharif     ,Horse-gram,243,118
Andhra Pradesh,KADAPA,2002,Kharif     ,Jowar,882,361
Andhra Pradesh,KADAPA,2002,Kharif     ,Maize,136,132
Andhra Pradesh,KADAPA,2002,Kharif     ,Moong(Green Gram),663,100
Andhra Pradesh,KADAPA,2002,Kharif     ,Onion,1828,17722
Andhra Pradesh,KADAPA,2002,Kharif     ,Ragi,33,51
Andhra Pradesh,KADAPA,2002,Kharif     ,Rice,27457,56424
Andhra Pradesh,KADAPA,2002,Kharif     ,Sesamum,175,17
Andhra Pradesh,KADAPA,2002,Kharif     ,Small millets,91,55
Andhra Pradesh,KADAPA,2002,Kharif     ,Sunflower,102633,50250
Andhra Pradesh,KADAPA,2002,Kharif     ,Urad,208,11
Andhra Pradesh,KADAPA,2002,Rabi       ,Arhar/Tur,36,6
Andhra Pradesh,KADAPA,2002,Rabi       ,Bajra,674,661
Andhra Pradesh,KADAPA,2002,Rabi       ,Dry chillies,356,687
Andhra Pradesh,KADAPA,2002,Rabi       ,Gram,54056,28109
Andhra Pradesh,KADAPA,2002,Rabi       ,Groundnut,18282,24772
Andhra Pradesh,KADAPA,2002,Rabi       ,Horse-gram,6017,2226
Andhra Pradesh,KADAPA,2002,Rabi       ,Jowar,11086,2783
Andhra Pradesh,KADAPA,2002,Rabi       ,Maize,25,173
Andhra Pradesh,KADAPA,2002,Rabi       ,Moong(Green Gram),43,11
Andhra Pradesh,KADAPA,2002,Rabi       ,Onion,561,7735
Andhra Pradesh,KADAPA,2002,Rabi       ,Ragi,561,695
Andhra Pradesh,KADAPA,2002,Rabi       ,Rice,9203,16446
Andhra Pradesh,KADAPA,2002,Rabi       ,Safflower,1,
Andhra Pradesh,KADAPA,2002,Rabi       ,Sesamum,3003,973
Andhra Pradesh,KADAPA,2002,Rabi       ,Small millets,38,17
Andhra Pradesh,KADAPA,2002,Rabi       ,Urad,803,465
Andhra Pradesh,KADAPA,2002,Rabi       ,Wheat,30,28
Andhra Pradesh,KADAPA,2002,Whole Year ,Banana,4574,299574
Andhra Pradesh,KADAPA,2002,Whole Year ,Beans & Mutter(Vegetable),44,227
Andhra Pradesh,KADAPA,2002,Whole Year ,Bhindi,207,1542
Andhra Pradesh,KADAPA,2002,Whole Year ,Bottle Gourd,1,0
Andhra Pradesh,KADAPA,2002,Whole Year ,Brinjal,489,6912
Andhra Pradesh,KADAPA,2002,Whole Year ,Cashewnut,7,1
Andhra Pradesh,KADAPA,2002,Whole Year ,Citrus Fruit,6057,30751
Andhra Pradesh,KADAPA,2002,Whole Year ,Coconut ,155,658350
Andhra Pradesh,KADAPA,2002,Whole Year ,Coriander,11945,2377
Andhra Pradesh,KADAPA,2002,Whole Year ,Cucumber,17,0
Andhra Pradesh,KADAPA,2002,Whole Year ,Mango,17743,88929
Andhra Pradesh,KADAPA,2002,Whole Year ,Orange,3178,25978
Andhra Pradesh,KADAPA,2002,Whole Year ,Other Fresh Fruits,1705,492
Andhra Pradesh,KADAPA,2002,Whole Year ,Other Vegetables,433,0
Andhra Pradesh,KADAPA,2002,Whole Year ,Papaya,3132,408557
Andhra Pradesh,KADAPA,2002,Whole Year ,Pome Fruit,109,5647
Andhra Pradesh,KADAPA,2002,Whole Year ,Sugarcane,1063,78516
Andhra Pradesh,KADAPA,2002,Whole Year ,Sweet potato,40,432
Andhra Pradesh,KADAPA,2002,Whole Year ,Tobacco,174,170
Andhra Pradesh,KADAPA,2002,Whole Year ,Tomato,2443,26194
Andhra Pradesh,KADAPA,2002,Whole Year ,Turmeric,3153,10228
Andhra Pradesh,KADAPA,2003,Kharif     ,Arhar/Tur,29594,8997
Andhra Pradesh,KADAPA,2003,Kharif     ,Bajra,4332,3829
Andhra Pradesh,KADAPA,2003,Kharif     ,Castor seed,3387,1416
Andhra Pradesh,KADAPA,2003,Kharif     ,Cotton(lint),15784,12999
Andhra Pradesh,KADAPA,2003,Kharif     ,Dry chillies,3422,8422
Andhra Pradesh,KADAPA,2003,Kharif     ,Groundnut,109650,21711
Andhra Pradesh,KADAPA,2003,Kharif     ,Horse-gram,180,65
Andhra Pradesh,KADAPA,2003,Kharif     ,Jowar,4190,997
Andhra Pradesh,KADAPA,2003,Kharif     ,Korra,251,190
Andhra Pradesh,KADAPA,2003,Kharif     ,Maize,68,117
Andhra Pradesh,KADAPA,2003,Kharif     ,Moong(Green Gram),780,424
Andhra Pradesh,KADAPA,2003,Kharif     ,Onion,2138,17805
Andhra Pradesh,KADAPA,2003,Kharif     ,Ragi,101,90
Andhra Pradesh,KADAPA,2003,Kharif     ,Rice,23356,60025
Andhra Pradesh,KADAPA,2003,Kharif     ,Sesamum,355,104
Andhra Pradesh,KADAPA,2003,Kharif     ,Small millets,231,175
Andhra Pradesh,KADAPA,2003,Kharif     ,Sunflower,96050,54603
Andhra Pradesh,KADAPA,2003,Kharif     ,Urad,11,7
Andhra Pradesh,KADAPA,2003,Rabi       ,Arhar/Tur,75,23
Andhra Pradesh,KADAPA,2003,Rabi       ,Bajra,992,877
Andhra Pradesh,KADAPA,2003,Rabi       ,Dry chillies,314,656
Andhra Pradesh,KADAPA,2003,Rabi       ,Gram,44584,49221
Andhra Pradesh,KADAPA,2003,Rabi       ,Groundnut,19746,33430
Andhra Pradesh,KADAPA,2003,Rabi       ,Horse-gram,569,308
Andhra Pradesh,KADAPA,2003,Rabi       ,Jowar,7389,3665
Andhra Pradesh,KADAPA,2003,Rabi       ,Maize,4,22
Andhra Pradesh,KADAPA,2003,Rabi       ,Onion,524,8765
Andhra Pradesh,KADAPA,2003,Rabi       ,other oilseeds,4,
Andhra Pradesh,KADAPA,2003,Rabi       ,Ragi,528,848
Andhra Pradesh,KADAPA,2003,Rabi       ,Rice,10767,24032
Andhra Pradesh,KADAPA,2003,Rabi       ,Sesamum,3772,668
Andhra Pradesh,KADAPA,2003,Rabi       ,Small millets,20,15
Andhra Pradesh,KADAPA,2003,Rabi       ,Urad,60,23
Andhra Pradesh,KADAPA,2003,Rabi       ,Wheat,39,12
Andhra Pradesh,KADAPA,2003,Whole Year ,Banana,3771,158827
Andhra Pradesh,KADAPA,2003,Whole Year ,Beans & Mutter(Vegetable),139,697
Andhra Pradesh,KADAPA,2003,Whole Year ,Bhindi,240,2074
Andhra Pradesh,KADAPA,2003,Whole Year ,Brinjal,520,7959
Andhra Pradesh,KADAPA,2003,Whole Year ,Cashewnut,7,2
Andhra Pradesh,KADAPA,2003,Whole Year ,Citrus Fruit,5777,97833
Andhra Pradesh,KADAPA,2003,Whole Year ,Coconut ,104,406980
Andhra Pradesh,KADAPA,2003,Whole Year ,Coriander,10370,2634
Andhra Pradesh,KADAPA,2003,Whole Year ,Cucumber,22,0
Andhra Pradesh,KADAPA,2003,Whole Year ,Mango,17864,359248
Andhra Pradesh,KADAPA,2003,Whole Year ,Orange,3378,56464
Andhra Pradesh,KADAPA,2003,Whole Year ,Other Fresh Fruits,1782,620
Andhra Pradesh,KADAPA,2003,Whole Year ,Other Vegetables,345,0
Andhra Pradesh,KADAPA,2003,Whole Year ,Papaya,2272,281598
Andhra Pradesh,KADAPA,2003,Whole Year ,Pome Fruit,111,6330
Andhra Pradesh,KADAPA,2003,Whole Year ,Sugarcane,555,40233
Andhra Pradesh,KADAPA,2003,Whole Year ,Sweet potato,77,557
Andhra Pradesh,KADAPA,2003,Whole Year ,Tobacco,389,489
Andhra Pradesh,KADAPA,2003,Whole Year ,Tomato,3181,39828
Andhra Pradesh,KADAPA,2003,Whole Year ,Turmeric,2476,17221
Andhra Pradesh,KADAPA,2004,Kharif     ,Arhar/Tur,18424,4809
Andhra Pradesh,KADAPA,2004,Kharif     ,Bajra,3709,5512
Andhra Pradesh,KADAPA,2004,Kharif     ,Castor seed,2253,1318
Andhra Pradesh,KADAPA,2004,Kharif     ,Cotton(lint),27717,15815
Andhra Pradesh,KADAPA,2004,Kharif     ,Dry chillies,3670,8001
Andhra Pradesh,KADAPA,2004,Kharif     ,Groundnut,201338,109327
Andhra Pradesh,KADAPA,2004,Kharif     ,Horse-gram,145,63
Andhra Pradesh,KADAPA,2004,Kharif     ,Jowar,2022,922
Andhra Pradesh,KADAPA,2004,Kharif     ,Maize,125,359
Andhra Pradesh,KADAPA,2004,Kharif     ,Moong(Green Gram),846,315
Andhra Pradesh,KADAPA,2004,Kharif     ,Onion,1851,17286
Andhra Pradesh,KADAPA,2004,Kharif     ,Other Kharif pulses,810,133
Andhra Pradesh,KADAPA,2004,Kharif     ,Ragi,25,35
Andhra Pradesh,KADAPA,2004,Kharif     ,Rice,46932,149619
Andhra Pradesh,KADAPA,2004,Kharif     ,Sesamum,254,24
Andhra Pradesh,KADAPA,2004,Kharif     ,Small millets,72,45
Andhra Pradesh,KADAPA,2004,Kharif     ,Sunflower,50879,38011
Andhra Pradesh,KADAPA,2004,Kharif     ,Urad,19,9
Andhra Pradesh,KADAPA,2004,Rabi       ,Arhar/Tur,44,11
Andhra Pradesh,KADAPA,2004,Rabi       ,Bajra,2451,3642
Andhra Pradesh,KADAPA,2004,Rabi       ,Dry chillies,197,958
Andhra Pradesh,KADAPA,2004,Rabi       ,Gram,35568,28988
Andhra Pradesh,KADAPA,2004,Rabi       ,Groundnut,17604,45506
Andhra Pradesh,KADAPA,2004,Rabi       ,Horse-gram,343,46
Andhra Pradesh,KADAPA,2004,Rabi       ,Jowar,1838,632
Andhra Pradesh,KADAPA,2004,Rabi       ,Moong(Green Gram),60,20
Andhra Pradesh,KADAPA,2004,Rabi       ,Onion,574,13588
Andhra Pradesh,KADAPA,2004,Rabi       ,Other  Rabi pulses,25,5
Andhra Pradesh,KADAPA,2004,Rabi       ,Ragi,432,976
Andhra Pradesh,KADAPA,2004,Rabi       ,Rice,5689,11424
Andhra Pradesh,KADAPA,2004,Rabi       ,Safflower,4,1
Andhra Pradesh,KADAPA,2004,Rabi       ,Sesamum,2196,1432
Andhra Pradesh,KADAPA,2004,Rabi       ,Sunflower,46189,34780
Andhra Pradesh,KADAPA,2004,Rabi       ,Urad,18,11
Andhra Pradesh,KADAPA,2004,Rabi       ,Wheat,1,
Andhra Pradesh,KADAPA,2004,Whole Year ,Banana,3396,197474
Andhra Pradesh,KADAPA,2004,Whole Year ,Cashewnut,7,2
Andhra Pradesh,KADAPA,2004,Whole Year ,Coconut ,95,725372
